success,classification,termination_reason,cue_contacts,cue_hit_both,A_wall_hits,B_wall_hits,C_wall_hits,all_balls_hit_wall,event_count,final_time_s
True,two_cushion,post_success_extension_complete,"A,B",True,1,1,2,True,6,0.7700235284576049
