success,classification,termination_reason,cue_contacts,cue_hit_both,A_wall_hits,B_wall_hits,C_wall_hits,all_balls_hit_wall,event_count,final_time_s
True,one_cushion,post_success_extension_complete,"A,B",True,1,1,1,True,5,0.390285418999821
